32,9.6E-06
64,1.08E-05
96,1.5E-05
128,1.72E-05
160,2.36E-05
192,2.7E-05
224,3.66E-05
256,4.52E-05
288,4.92E-05
320,5.94E-05
352,6.88E-05
384,8.6E-05
416,9.7E-05
448,0.0001162
480,0.0001258
512,0.0002252
544,0.0001646
576,0.0002098
608,0.0002138
640,0.0002432
672,0.0002982
704,0.0003504
736,0.000348
768,0.0004566
800,0.0004258
832,0.0004608
864,0.000474
896,0.000648
928,0.0006096
960,0.00072
992,0.000872
1024,0.0033608
1056,0.0007984
1088,0.0008986
1120,0.0010664
1152,0.0011028
1184,0.0011584
1216,0.0011924
1248,0.0012856
1280,0.0014142
1312,0.0014844
1344,0.0015102
1376,0.0015928
1408,0.0017078
1440,0.001722
1472,0.0019988
1504,0.0021292
1536,0.0024524
1568,0.002144
1600,0.0021884
1632,0.002433
1664,0.0025782
1696,0.002904
1728,0.0029404
1760,0.0028694
1792,0.0032138
1824,0.0031542
1856,0.0032564
1888,0.0034956
1920,0.0036912
1952,0.003654
1984,0.0037066
2016,0.0038798
2048,0.0132462
2080,0.0043006
2112,0.0043176
2144,0.0044962
2176,0.0048384
2208,0.0047652
2240,0.005036
2272,0.0050612
2304,0.0055682
2336,0.0056708
2368,0.0059644
2400,0.0057314
2432,0.0059636
2464,0.0062892
2496,0.0060944
2528,0.0062088
2560,0.0073602
2592,0.0065652
2624,0.0070744
2656,0.007035
2688,0.0075422
2720,0.0077726
2752,0.0078784
2784,0.0078426
2816,0.0084908
2848,0.008397
2880,0.0083056
2912,0.0083204
2944,0.0089952
2976,0.008902
3008,0.0092896
3040,0.0090128
3072,0.0298706
3104,0.0100386
3136,0.0100176
3168,0.0100408
3200,0.0110828
3232,0.0107344
3264,0.0112248
3296,0.0114734
3328,0.0124834
3360,0.0114936
3392,0.0115938
3424,0.0120724
3456,0.0124898
3488,0.0124286
3520,0.01284
3552,0.012512
3584,0.0152854
3616,0.0132932
3648,0.0138886
3680,0.0135728
3712,0.014472
3744,0.0141232
3776,0.0146874
3808,0.0148518
3840,0.0161978
3872,0.0154028
3904,0.0159682
3936,0.0156542
3968,0.0168862
4000,0.0166374
4032,0.0174504
4064,0.0174796
4096,0.0568282
