0.0009765625,0.007572,0.003123
0.00390625,0.00761,0.003118
0.015625,0.007628,0.003123
0.0625,0.00767,0.003124
0.25,0.007573,0.003123
1,0.007586,0.003125
4,0.007569,0.003144
16,0.007723,0.003141
64,0.007578,0.003129
256,0.007602,0.00316
1024,0.007624,0.004175
4096,0.008761,0.004936
16384,0.007585,0.007295
65536,0.007217,0.003116
262144,0.007228,0.003169
1048576,0.007891,0.003395
